标题／微博内容,信息属性,原创/转发,发布日期,原微博内容,认证类型,地域,城市,性别,全文内容,粉丝数,微博数,转,评,赞,话题,微博情绪,精准地域,中图地址,MD5-作者ID,MD5-mid,MD5-根微博mid,MD5-根微博用户UID,MD5-父微博ID,MD5-父微博用户ID
海南生活垃圾迎来全焚烧时代 填埋场一律停止接收生活垃圾 http://t.cn/A6qjnR3D ??,敏感,原创,2020/12/28 15:13, ,橙V,北京, ,男,海南生活垃圾迎来全焚烧时代 填埋场一律停止接收生活垃圾 http://t.cn/A6qjnR3D ??,417072,16417,0,0,0, ,中性,"海南省,海南", ,bdb815743250183e850db3e11ebd6441,dbb8fd219119a043e3ecb0d1ad5d7b45,,,,
【海南生活垃圾进入全焚烧时代】海口市生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目、琼海市生活垃圾焚烧发电二期项目同时点火运营，标志着海南生活垃圾进入全焚烧时代。随着上述生活垃圾焚烧发电项目开始运营，海南省生活垃圾焚烧日处理能力达11575吨，处理能力首次超过全省生活垃圾产生量。,敏感,原创,2020/12/28 15:23, ,橙V,北京, ,女,【海南生活垃圾进入全焚烧时代】海口市生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目、琼海市生活垃圾焚烧发电二期项目同时点火运营，标志着海南生活垃圾进入全焚烧时代。随着上述生活垃圾焚烧发电项目开始运营，海南省生活垃圾焚烧日处理能力达11575吨，处理能力首次超过全省生活垃圾产生量。,484,28068,0,0,0, ,中性,"海南省,海南,海口市,文昌市,琼海市,海口", ,2354b5e6d9af421747b21d4385fde295,a6cd35fd2380fdbcb15f640ad5e8214b,,,,
转发微博 ,敏感,转发,2020/12/28 15:23,@证券时报网 【海南生活垃圾进入全焚烧时代】28日，海口市生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目、琼海市生活垃圾焚烧发电二期项目同时点火运营，标志着海南生活垃圾进入全焚烧时代。随着上述生活垃圾焚烧发电项目开始运营，海南省生活垃圾焚烧日处理能力达11575吨，处理能力首次超过全省生活垃圾产生量。采取全焚烧处理后，作为垃圾无害化处理设施的16座生活垃圾填埋场将全部停止接收生活垃圾，全省城乡生活垃圾全部运往焚烧发电厂进行处理。（新华社）,普通,北京, ,男,转发微博 【原微博】 @证券时报网 【海南生活垃圾进入全焚烧时代】28日，海口市生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目、琼海市生活垃圾焚烧发电二期项目同时点火运营，标志着海南生活垃圾进入全焚烧时代。随着上述生活垃圾焚烧发电项目开始运营，海南省生活垃圾焚烧日处理能力达11575吨，处理能力首次超过全省生活垃圾产生量。采取全焚烧处理后，作为垃圾无害化处理设施的16座生活垃圾填埋场将全部停止接收生活垃圾，全省城乡生活垃圾全部运往焚烧发电厂进行处理。（新华社）,543,4834,0,0,0, ,中性,"海南省,海南,海口市,文昌市,琼海市,海口", ,f81e477b045188f73ea62f1e60f9d04d,a76429c0726db14e2b853bd0d26d172b,f0b8728a86923ca83342bc9dc8a3a903,8a1a5c0f015b15a7b95f9ad6b6a09bb1,f0b8728a86923ca83342bc9dc8a3a903,8a1a5c0f015b15a7b95f9ad6b6a09bb1
【#海南生活垃圾进入全焚烧时代#】28日，海口市生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目、琼海市生活垃圾焚烧发电二期项目同时点火运营，标志着海南生活垃圾进入全焚烧时代。据介绍，随着上述生活垃圾焚烧发电项目开始运营，海南省生活垃圾焚烧日处理能力达11575吨，处理能力首次超过全省生活垃圾产生量。（新华社）http://t.cn/A6qjuZ8z,敏感,原创,2020/12/28 15:32, ,蓝V,北京, ,男,【#海南生活垃圾进入全焚烧时代#】28日，海口市生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目、琼海市生活垃圾焚烧发电二期项目同时点火运营，标志着海南生活垃圾进入全焚烧时代。据介绍，随着上述生活垃圾焚烧发电项目开始运营，海南省生活垃圾焚烧日处理能力达11575吨，处理能力首次超过全省生活垃圾产生量。（新华社）http://t.cn/A6qjuZ8z,39135642,196177,9,10,38,海南生活垃圾进入全焚烧时代,中性,"海南省,海南,海口市,文昌市,琼海市,海口","[http://wx1.sinaimg.cn/bmiddle/001N82aNgy1gm3leanktoj60ds13iq6t02.jpg""]""",87abbdcf6fe07410204a5dcf5d70b7f0,f50f063302b2ce0d89b249367e03d8d0,,,,
【#海南生活垃圾进入全焚烧时代#】28日，海口市生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目、琼海市生活垃圾焚烧发电二期项目同时点火运营，标志着海南生活垃圾进入全焚烧时代。据介绍，随着上述生活垃圾焚烧发电项目开始运营，海南省生活垃圾焚烧日处理能力达11575吨，处理能力首次超过全省生活垃圾产生量。（新华社）http://t.cn/A6qjuZ8z,敏感,原创,2020/12/28 15:33, ,蓝V,江苏,无锡,女,【#海南生活垃圾进入全焚烧时代#】28日，海口市生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目、琼海市生活垃圾焚烧发电二期项目同时点火运营，标志着海南生活垃圾进入全焚烧时代。据介绍，随着上述生活垃圾焚烧发电项目开始运营，海南省生活垃圾焚烧日处理能力达11575吨，处理能力首次超过全省生活垃圾产生量。（新华社）http://t.cn/A6qjuZ8z,95400,73224,1,0,1,海南生活垃圾进入全焚烧时代,中性,"海南省,海南,海口市,文昌市,琼海市,海口","[http://wx1.sinaimg.cn/bmiddle/886930aagy1gm3lval9nbj20ds13iahl.jpg""]""",388598852a3e0042c8832641aa2c15ef,525946dc5704b2c59e53f3c7019ca512,,,,
转发微博 ,敏感,转发,2020/12/28 15:35,@财经网 【#海南生活垃圾进入全焚烧时代#】28日，海口市生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目、琼海市生活垃圾焚烧发电二期项目同时点火运营，标志着海南生活垃圾进入全焚烧时代。据介绍，随着上述生活垃圾焚烧发电项目开始运营，海南省生活垃圾焚烧日处理能力达11575吨，处理能力首次超过全省生活垃圾产生量。（新华社）http://t.cn/A6qjuZ8z,普通,黑龙江, ,男,转发微博 【原微博】 @财经网 【#海南生活垃圾进入全焚烧时代#】28日，海口市生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目、琼海市生活垃圾焚烧发电二期项目同时点火运营，标志着海南生活垃圾进入全焚烧时代。据介绍，随着上述生活垃圾焚烧发电项目开始运营，海南省生活垃圾焚烧日处理能力达11575吨，处理能力首次超过全省生活垃圾产生量。（新华社）http://t.cn/A6qjuZ8z,664,144746,0,0,0,海南生活垃圾进入全焚烧时代,中性,"海南省,海南,海口市,文昌市,琼海市,海口","[http://wx1.sinaimg.cn/bmiddle/001N82aNgy1gm3leanktoj60ds13iq6t02.jpg""]""",1b02b25600986206c53d516ff95a0e76,04969d797778691589501052886f1acb,f50f063302b2ce0d89b249367e03d8d0,87abbdcf6fe07410204a5dcf5d70b7f0,f50f063302b2ce0d89b249367e03d8d0,87abbdcf6fe07410204a5dcf5d70b7f0
不分全烧，是否太便当了？ ,敏感,转发,2020/12/28 15:39,@财经网 【#海南生活垃圾进入全焚烧时代#】28日，海口市生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目、琼海市生活垃圾焚烧发电二期项目同时点火运营，标志着海南生活垃圾进入全焚烧时代。据介绍，随着上述生活垃圾焚烧发电项目开始运营，海南省生活垃圾焚烧日处理能力达11575吨，处理能力首次超过全省生活垃圾产生量。（新华社）http://t.cn/A6qjuZ8z,普通,江苏, ,男,不分全烧，是否太便当了？ 【原微博】 @财经网 【#海南生活垃圾进入全焚烧时代#】28日，海口市生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目、琼海市生活垃圾焚烧发电二期项目同时点火运营，标志着海南生活垃圾进入全焚烧时代。据介绍，随着上述生活垃圾焚烧发电项目开始运营，海南省生活垃圾焚烧日处理能力达11575吨，处理能力首次超过全省生活垃圾产生量。（新华社）http://t.cn/A6qjuZ8z,2311,30946,0,0,0,海南生活垃圾进入全焚烧时代,喜悦,"海南省,海南,海口市,文昌市,琼海市,海口","[http://wx1.sinaimg.cn/bmiddle/001N82aNgy1gm3leanktoj60ds13iq6t02.jpg""]""",8828ecaf03ce9ee6ad6c13ede2dcaf52,21a6c78961bcd946bae874b290bfa294,f50f063302b2ce0d89b249367e03d8d0,87abbdcf6fe07410204a5dcf5d70b7f0,f50f063302b2ce0d89b249367e03d8d0,87abbdcf6fe07410204a5dcf5d70b7f0
#海南视窗新闻眼# 【不再填埋！海南生活垃圾迎来全焚烧时代】12月28日，伴随着海口生活垃圾焚烧发电三期项目，文昌市生活垃圾焚烧发电二期项目，琼海市生活垃圾焚烧发电二期项目同时点火运营，意味着海南省“十三五”期间规划建设的焚烧发电项目全部投入运营，至此，海南生活垃圾焚烧处理能力达11575吨/日，处理能力首次超过全省生活垃圾产生量，海南生活垃圾迎来全焚烧时代。详情http://t.cn/A6qjulem,敏感,原创,2020/12/28 15:40, ,蓝V,海南,海口,男,#海南视窗新闻眼# 【不再填埋！海南生活垃圾迎来全焚烧时代】12月28日，伴随着海口生活垃圾焚烧发电三期项目，文昌市生活垃圾焚烧发电二期项目，琼海市生活垃圾焚烧发电二期项目同时点火运营，意味着海南省“十三五”期间规划建设的焚烧发电项目全部投入运营，至此，海南生活垃圾焚烧处理能力达11575吨/日，处理能力首次超过全省生活垃圾产生量，海南生活垃圾迎来全焚烧时代。详情http://t.cn/A6qjulem,1252509,28470,0,0,1,海南视窗新闻眼,中性,"海南省,海南,文昌市,琼海市,海口,海口市","[http://wx1.sinaimg.cn/bmiddle/723e8fb1gy1gm3m2zxxy6j20ma0e2wj0.jpg""]""",28aaee3e2ace83bf98e94feeab0f6768,26ac71719bbb8c5ba72d98ed57ab6340,,,,
转发微博 ,敏感,转发,2020/12/28 15:47,@财经网 【#海南生活垃圾进入全焚烧时代#】28日，海口市生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目、琼海市生活垃圾焚烧发电二期项目同时点火运营，标志着海南生活垃圾进入全焚烧时代。据介绍，随着上述生活垃圾焚烧发电项目开始运营，海南省生活垃圾焚烧日处理能力达11575吨，处理能力首次超过全省生活垃圾产生量。（新华社）http://t.cn/A6qjuZ8z,普通,辽宁, ,男,转发微博 【原微博】 @财经网 【#海南生活垃圾进入全焚烧时代#】28日，海口市生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目、琼海市生活垃圾焚烧发电二期项目同时点火运营，标志着海南生活垃圾进入全焚烧时代。据介绍，随着上述生活垃圾焚烧发电项目开始运营，海南省生活垃圾焚烧日处理能力达11575吨，处理能力首次超过全省生活垃圾产生量。（新华社）http://t.cn/A6qjuZ8z,141,10004,0,0,0,海南生活垃圾进入全焚烧时代,中性,"海南省,海南,海口市,文昌市,琼海市,海口","[http://wx1.sinaimg.cn/bmiddle/001N82aNgy1gm3leanktoj60ds13iq6t02.jpg""]""",b57218eb70df7941588fc8fde209f029,555d41ee951e6072a9f104f15bd66c77,f50f063302b2ce0d89b249367e03d8d0,87abbdcf6fe07410204a5dcf5d70b7f0,f50f063302b2ce0d89b249367e03d8d0,87abbdcf6fe07410204a5dcf5d70b7f0
海南生活垃圾迎来全焚烧时代！@新海南 http://t.cn/A6qj3grt ??,非敏感,原创,2020/12/28 16:00, ,蓝V,海南,三亚,男,海南生活垃圾迎来全焚烧时代！@新海南 http://t.cn/A6qj3grt ??,390,3562,1,1,1, ,愤怒,"海南省,海南", ,e8d7c1cfe2fb2fef631fab2f1993afe3,26f667e0dfc6e72f9d63df2b18032fa9,,,,
好事儿 ,敏感,转发,2020/12/28 16:00,@财联社APP 【#海南生活垃圾进入全焚烧时代#】财联社12月28日讯，海口市生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目、琼海市生活垃圾焚烧发电二期项目同时点火运营，标志着海南生活垃圾进入全焚烧时代。随着上述生活垃圾焚烧发电项目开始运营，海南省生活垃圾焚烧日处理能力达11575吨，处理能力首次超过全省生活垃圾产生量。,橙V,北京, ,男,好事儿 【原微博】 @财联社APP 【#海南生活垃圾进入全焚烧时代#】财联社12月28日讯，海口市生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目、琼海市生活垃圾焚烧发电二期项目同时点火运营，标志着海南生活垃圾进入全焚烧时代。随着上述生活垃圾焚烧发电项目开始运营，海南省生活垃圾焚烧日处理能力达11575吨，处理能力首次超过全省生活垃圾产生量。,28948,32343,1,0,0,海南生活垃圾进入全焚烧时代,中性,"海南省,海南,海口市,文昌市,琼海市,海口","[http://wx4.sinaimg.cn/bmiddle/aafc85c3gy1gm3kr4fndtj20u01kxn33.jpg""]""",cd1de81255261fd0d09b4550c2bf3fe5,9a346d7dd3bc764d137dbeaea7c3861b,b2938e406d2cec092cc716af01d19cf3,03960b4ec37d43e6d962a443940ca30f,b2938e406d2cec092cc716af01d19cf3,03960b4ec37d43e6d962a443940ca30f
【海南生活垃圾进入全焚烧时代】28日，海口市生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目、琼海市生活垃圾焚烧发电二期项目同时点火运营，标志着海南生活垃圾进入全焚烧时代。随着上述生活垃圾焚烧发电项目开始运营，海南省生活垃圾焚烧日处理能力达11575吨，处理能力首次超过全省生活垃圾产生量。采取全焚烧处理后，作为垃圾无害化处理设施的16座生活垃圾填埋场将全部停止接收生活垃圾，全省城乡生活垃圾全部运往焚烧发电厂进行处理。（新华社）,敏感,原创,2020/12/28 16:03, ,蓝V,陕西,西安,男,【海南生活垃圾进入全焚烧时代】28日，海口市生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目、琼海市生活垃圾焚烧发电二期项目同时点火运营，标志着海南生活垃圾进入全焚烧时代。随着上述生活垃圾焚烧发电项目开始运营，海南省生活垃圾焚烧日处理能力达11575吨，处理能力首次超过全省生活垃圾产生量。采取全焚烧处理后，作为垃圾无害化处理设施的16座生活垃圾填埋场将全部停止接收生活垃圾，全省城乡生活垃圾全部运往焚烧发电厂进行处理。（新华社）,4363,48943,0,0,0, ,中性,"海南省,海南,海口市,文昌市,琼海市,海口", ,0eda28ab89b63905e2ff02e14d785d99,d306001ea93a0765120c7adb74f0fd68,,,,
【海南近期建设9座生活垃圾焚烧发电厂 ，生活垃圾迎来全焚烧时代！】  http://t.cn/A6qj1rgO ??,敏感,原创,2020/12/28 16:14, ,蓝V,海南,海口,男,【海南近期建设9座生活垃圾焚烧发电厂 ，生活垃圾迎来全焚烧时代！】  http://t.cn/A6qj1rgO ??,8111,27555,0,0,0, ,中性,"海南省,海南", ,2025999ee2441aeba62f4b4456b1413a,8716f4cafa8b65c6744c6b39dd63b86e,,,,
【海南近期建设9座生活垃圾焚烧发电厂 ，生活垃圾迎来全焚烧时代！】  http://t.cn/A6qj1FEc ??,敏感,原创,2020/12/28 16:16, ,蓝V,海南,海口,男,【海南近期建设9座生活垃圾焚烧发电厂 ，生活垃圾迎来全焚烧时代！】  http://t.cn/A6qj1FEc ??,226122,35336,0,0,0, ,中性,"海南省,海南", ,fc6f4d695d8ced3c5b5550e88b6c47bd,7d754e5bc46b28ad91a181c6fdc4a038,,,,
转发微博 ,敏感,转发,2020/12/28 16:17,@财经网 【#海南生活垃圾进入全焚烧时代#】28日，海口市生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目、琼海市生活垃圾焚烧发电二期项目同时点火运营，标志着海南生活垃圾进入全焚烧时代。据介绍，随着上述生活垃圾焚烧发电项目开始运营，海南省生活垃圾焚烧日处理能力达11575吨，处理能力首次超过全省生活垃圾产生量。（新华社）http://t.cn/A6qjuZ8z,普通,广东,广州,女,转发微博 【原微博】 @财经网 【#海南生活垃圾进入全焚烧时代#】28日，海口市生活垃圾焚烧发电三期项目、文昌市生活垃圾焚烧发电二期项目、琼海市生活垃圾焚烧发电二期项目同时点火运营，标志着海南生活垃圾进入全焚烧时代。据介绍，随着上述生活垃圾焚烧发电项目开始运营，海南省生活垃圾焚烧日处理能力达11575吨，处理能力首次超过全省生活垃圾产生量。（新华社）http://t.cn/A6qjuZ8z,62,17778,0,0,0,海南生活垃圾进入全焚烧时代,中性,"海南省,海南,海口市,文昌市,琼海市,海口","[http://wx1.sinaimg.cn/bmiddle/001N82aNgy1gm3leanktoj60ds13iq6t02.jpg""]""",8956179887a9fbf3a55b2602ea699ec0,6be816c52aec04178fac85ba988eeee3,f50f063302b2ce0d89b249367e03d8d0,87abbdcf6fe07410204a5dcf5d70b7f0,f50f063302b2ce0d89b249367e03d8d0,87abbdcf6fe07410204a5dcf5d70b7f0
